Park,Date,Year,Month,Temp
Great Smoky Mountains National Park,2012-10-30,2012,10,28.07
Great Smoky Mountains National Park,2012-11-02,2012,11,54.21
Great Smoky Mountains National Park,2012-11-05,2012,11,47.76
Great Smoky Mountains National Park,2012-11-08,2012,11,47.32
Great Smoky Mountains National Park,2012-11-11,2012,11,56.6
Great Smoky Mountains National Park,2012-11-14,2012,11,44.33
Great Smoky Mountains National Park,2012-11-17,2012,11,51.98
Great Smoky Mountains National Park,2012-11-20,2012,11,53.64
Great Smoky Mountains National Park,2012-11-23,2012,11,51.16
Great Smoky Mountains National Park,2012-11-26,2012,11,52.33
Great Smoky Mountains National Park,2012-11-29,2012,11,48.21
Great Smoky Mountains National Park,2012-12-02,2012,12,56.82
Great Smoky Mountains National Park,2012-12-05,2012,12,49.9
Great Smoky Mountains National Park,2012-12-08,2012,12,56.23
Great Smoky Mountains National Park,2012-12-11,2012,12,30.68
Great Smoky Mountains National Park,2012-12-14,2012,12,47.46
Great Smoky Mountains National Park,2012-12-17,2012,12,44.01
Great Smoky Mountains National Park,2012-12-20,2012,12,41.12
Great Smoky Mountains National Park,2012-12-23,2012,12,40.2
Great Smoky Mountains National Park,2012-12-26,2012,12,41.29
Great Smoky Mountains National Park,2012-12-29,2012,12,30.8
Great Smoky Mountains National Park,2013-01-01,2013,1,37.4
Great Smoky Mountains National Park,2013-01-04,2013,1,33.23
Great Smoky Mountains National Park,2013-01-07,2013,1,44.98
Great Smoky Mountains National Park,2013-01-10,2013,1,55.79
Great Smoky Mountains National Park,2013-01-13,2013,1,55.87
Great Smoky Mountains National Park,2013-01-16,2013,1,48.82
Great Smoky Mountains National Park,2013-01-19,2013,1,43.88
Great Smoky Mountains National Park,2013-01-22,2013,1,26.23
Great Smoky Mountains National Park,2013-01-25,2013,1,27.63
Great Smoky Mountains National Park,2013-01-28,2013,1,50.09
Great Smoky Mountains National Park,2013-01-31,2013,1,29.87
Great Smoky Mountains National Park,2013-02-03,2013,2,30.77
Great Smoky Mountains National Park,2013-02-06,2013,2,50.27
Great Smoky Mountains National Park,2013-02-09,2013,2,49.08
Great Smoky Mountains National Park,2013-02-12,2013,2,42.41
Great Smoky Mountains National Park,2013-02-15,2013,2,43.92
Great Smoky Mountains National Park,2013-02-18,2013,2,45.36
Great Smoky Mountains National Park,2013-02-21,2013,2,50.72
Great Smoky Mountains National Park,2013-02-24,2013,2,47.68
Great Smoky Mountains National Park,2013-02-27,2013,2,42.62
Great Smoky Mountains National Park,2013-03-02,2013,3,26.28
Great Smoky Mountains National Park,2013-03-05,2013,3,38.43
Great Smoky Mountains National Park,2013-03-08,2013,3,47.82
Great Smoky Mountains National Park,2013-03-11,2013,3,47.16
Great Smoky Mountains National Park,2013-03-14,2013,3,37.69
Great Smoky Mountains National Park,2013-03-17,2013,3,61.45
Great Smoky Mountains National Park,2013-03-20,2013,3,42.99
Great Smoky Mountains National Park,2013-03-23,2013,3,46.34
Great Smoky Mountains National Park,2013-03-26,2013,3,26.01
Great Smoky Mountains National Park,2013-03-29,2013,3,39.11
Great Smoky Mountains National Park,2013-04-01,2013,4,49.7
Great Smoky Mountains National Park,2013-04-04,2013,4,31.71
Great Smoky Mountains National Park,2013-04-07,2013,4,61.35
Great Smoky Mountains National Park,2013-04-10,2013,4,74.95
Great Smoky Mountains National Park,2013-04-13,2013,4,61.26
Great Smoky Mountains National Park,2013-04-16,2013,4,71.8
Great Smoky Mountains National Park,2013-04-19,2013,4,58.73
Great Smoky Mountains National Park,2013-04-22,2013,4,60.96
Great Smoky Mountains National Park,2013-04-25,2013,4,57.2
Great Smoky Mountains National Park,2013-04-28,2013,4,45.86
Great Smoky Mountains National Park,2013-05-01,2013,5,64.08
Great Smoky Mountains National Park,2013-05-04,2013,5,47.47
Great Smoky Mountains National Park,2013-05-07,2013,5,57.29
Great Smoky Mountains National Park,2013-05-10,2013,5,63.98
Great Smoky Mountains National Park,2013-05-13,2013,5,53.35
Great Smoky Mountains National Park,2013-05-16,2013,5,70.19
Great Smoky Mountains National Park,2013-05-19,2013,5,64.05
Great Smoky Mountains National Park,2013-05-22,2013,5,72.17
Great Smoky Mountains National Park,2013-05-25,2013,5,67.86
Great Smoky Mountains National Park,2013-05-28,2013,5,73.46
Great Smoky Mountains National Park,2013-05-31,2013,5,73.94
Great Smoky Mountains National Park,2013-06-03,2013,6,69.39
Great Smoky Mountains National Park,2013-06-06,2013,6,66.13
Great Smoky Mountains National Park,2013-06-09,2013,6,72.18
Great Smoky Mountains National Park,2013-06-12,2013,6,78.54
Great Smoky Mountains National Park,2013-06-15,2013,6,72.24
Great Smoky Mountains National Park,2013-06-18,2013,6,63.58
Great Smoky Mountains National Park,2013-06-21,2013,6,69.93
Great Smoky Mountains National Park,2013-06-24,2013,6,74.5
Great Smoky Mountains National Park,2013-06-27,2013,6,72.91
Great Smoky Mountains National Park,2013-06-30,2013,6,72.5
Great Smoky Mountains National Park,2013-07-03,2013,7,60.3
Great Smoky Mountains National Park,2013-07-06,2013,7,69.25
Great Smoky Mountains National Park,2013-07-09,2013,7,76.11
Great Smoky Mountains National Park,2013-07-12,2013,7,73.24
Great Smoky Mountains National Park,2013-07-15,2013,7,73.46
Great Smoky Mountains National Park,2013-07-18,2013,7,75.79
Great Smoky Mountains National Park,2013-07-21,2013,7,72.97
Great Smoky Mountains National Park,2013-07-24,2013,7,72.74
Great Smoky Mountains National Park,2013-07-27,2013,7,69.67
Great Smoky Mountains National Park,2013-07-30,2013,7,73.67
Great Smoky Mountains National Park,2013-08-02,2013,8,74.32
Great Smoky Mountains National Park,2013-08-05,2013,8,74.34
Great Smoky Mountains National Park,2013-08-08,2013,8,71.91
Great Smoky Mountains National Park,2013-08-11,2013,8,72.44
Great Smoky Mountains National Park,2013-08-14,2013,8,66.34
Great Smoky Mountains National Park,2013-08-17,2013,8,61.59
Great Smoky Mountains National Park,2013-08-20,2013,8,68.04
Great Smoky Mountains National Park,2013-08-23,2013,8,72.97
Great Smoky Mountains National Park,2013-08-26,2013,8,70.11
Great Smoky Mountains National Park,2013-08-29,2013,8,74.55
Great Smoky Mountains National Park,2013-09-01,2013,9,73.14
Great Smoky Mountains National Park,2013-09-04,2013,9,72.94
Great Smoky Mountains National Park,2013-09-07,2013,9,71.83
Great Smoky Mountains National Park,2013-09-10,2013,9,74.5
Great Smoky Mountains National Park,2013-09-13,2013,9,65.8
Great Smoky Mountains National Park,2013-09-16,2013,9,69.01
Great Smoky Mountains National Park,2013-09-19,2013,9,68.63
Great Smoky Mountains National Park,2013-09-22,2013,9,63.87
Great Smoky Mountains National Park,2013-09-25,2013,9,56.04
Great Smoky Mountains National Park,2013-09-28,2013,9,62.95
Great Smoky Mountains National Park,2013-10-01,2013,10,65.04
Great Smoky Mountains National Park,2013-10-04,2013,10,70.28
Great Smoky Mountains National Park,2013-10-07,2013,10,57.76
Great Smoky Mountains National Park,2013-10-10,2013,10,61.95
Great Smoky Mountains National Park,2013-10-13,2013,10,61.12
Great Smoky Mountains National Park,2013-10-16,2013,10,58.44
Great Smoky Mountains National Park,2013-10-19,2013,10,52.75
Great Smoky Mountains National Park,2013-10-22,2013,10,56.65
Great Smoky Mountains National Park,2013-10-25,2013,10,39.95
Great Smoky Mountains National Park,2013-10-28,2013,10,52.47
Great Smoky Mountains National Park,2013-10-31,2013,10,57.53
Great Smoky Mountains National Park,2013-11-03,2013,11,49.89
Great Smoky Mountains National Park,2013-11-06,2013,11,58.62
Great Smoky Mountains National Park,2013-11-09,2013,11,44.94
Great Smoky Mountains National Park,2013-11-12,2013,11,38.94
Great Smoky Mountains National Park,2013-11-15,2013,11,36.76
Great Smoky Mountains National Park,2013-11-18,2013,11,52.21
Great Smoky Mountains National Park,2013-11-21,2013,11,49.86
Great Smoky Mountains National Park,2013-11-24,2013,11,30.65
Great Smoky Mountains National Park,2013-11-27,2013,11,22.63
Great Smoky Mountains National Park,2013-11-30,2013,11,45.31
Great Smoky Mountains National Park,2013-12-03,2013,12,45.97
Great Smoky Mountains National Park,2013-12-06,2013,12,58.88
Great Smoky Mountains National Park,2013-12-09,2013,12,45.03
Great Smoky Mountains National Park,2013-12-12,2013,12,32.42
Great Smoky Mountains National Park,2013-12-15,2013,12,27.9
Great Smoky Mountains National Park,2013-12-18,2013,12,40.82
Great Smoky Mountains National Park,2013-12-21,2013,12,56.03
Great Smoky Mountains National Park,2013-12-24,2013,12,24.36
Great Smoky Mountains National Park,2013-12-27,2013,12,42.18
Great Smoky Mountains National Park,2013-12-30,2013,12,35.79
Great Smoky Mountains National Park,2014-01-02,2014,1,33.62
Great Smoky Mountains National Park,2014-01-05,2014,1,42.76
Great Smoky Mountains National Park,2014-01-08,2014,1,34.87
Great Smoky Mountains National Park,2014-01-11,2014,1,48.87
Great Smoky Mountains National Park,2014-01-14,2014,1,42.59
Great Smoky Mountains National Park,2014-01-17,2014,1,35.53
Great Smoky Mountains National Park,2014-01-20,2014,1,50.98
Great Smoky Mountains National Park,2014-01-23,2014,1,19.29
Great Smoky Mountains National Park,2014-01-26,2014,1,42.16
Great Smoky Mountains National Park,2014-01-29,2014,1,20.23
Great Smoky Mountains National Park,2014-02-01,2014,2,54.82
Great Smoky Mountains National Park,2014-02-04,2014,2,45.12
Great Smoky Mountains National Park,2014-02-07,2014,2,36.43
Great Smoky Mountains National Park,2014-02-10,2014,2,27.99
Great Smoky Mountains National Park,2014-02-13,2014,2,28.03
Great Smoky Mountains National Park,2014-02-16,2014,2,44.43
Great Smoky Mountains National Park,2014-02-19,2014,2,57.12
Great Smoky Mountains National Park,2014-02-22,2014,2,55.35
Great Smoky Mountains National Park,2014-02-25,2014,2,46.95
Great Smoky Mountains National Park,2014-02-28,2014,2,43.55
Great Smoky Mountains National Park,2014-03-03,2014,3,40.25
Great Smoky Mountains National Park,2014-03-06,2014,3,40.17
Great Smoky Mountains National Park,2014-03-09,2014,3,55.29
Great Smoky Mountains National Park,2014-03-12,2014,3,52.81
Great Smoky Mountains National Park,2014-03-15,2014,3,56.27
Great Smoky Mountains National Park,2014-03-18,2014,3,52.08
Great Smoky Mountains National Park,2014-03-21,2014,3,56.58
Great Smoky Mountains National Park,2014-03-24,2014,3,46.37
Great Smoky Mountains National Park,2014-03-27,2014,3,51.68
Great Smoky Mountains National Park,2014-03-30,2014,3,45.27
Great Smoky Mountains National Park,2014-04-02,2014,4,71.17
Great Smoky Mountains National Park,2014-04-05,2014,4,56.56
Great Smoky Mountains National Park,2014-04-08,2014,4,44.38
Great Smoky Mountains National Park,2014-04-11,2014,4,65.52
Great Smoky Mountains National Park,2014-04-14,2014,4,55.52
Great Smoky Mountains National Park,2014-04-17,2014,4,59.37
Great Smoky Mountains National Park,2014-04-20,2014,4,66.72
Great Smoky Mountains National Park,2014-04-23,2014,4,63.2
Great Smoky Mountains National Park,2014-04-26,2014,4,71.91
Great Smoky Mountains National Park,2014-04-29,2014,4,65.47
Great Smoky Mountains National Park,2014-05-02,2014,5,59.02
Great Smoky Mountains National Park,2014-05-05,2014,5,77.03
Great Smoky Mountains National Park,2014-05-08,2014,5,76.27
Great Smoky Mountains National Park,2014-05-11,2014,5,74.58
Great Smoky Mountains National Park,2014-05-14,2014,5,72.09
Great Smoky Mountains National Park,2014-05-17,2014,5,47.84
Great Smoky Mountains National Park,2014-05-20,2014,5,69.44
Great Smoky Mountains National Park,2014-05-23,2014,5,71.78
Great Smoky Mountains National Park,2014-05-26,2014,5,70.45
Great Smoky Mountains National Park,2014-05-29,2014,5,69.83
Great Smoky Mountains National Park,2014-06-01,2014,6,64.98
Great Smoky Mountains National Park,2014-06-04,2014,6,74.46
Great Smoky Mountains National Park,2014-06-07,2014,6,75.31
Great Smoky Mountains National Park,2014-06-10,2014,6,75.07
Great Smoky Mountains National Park,2014-06-13,2014,6,67.61
Great Smoky Mountains National Park,2014-06-16,2014,6,72.23
Great Smoky Mountains National Park,2014-06-19,2014,6,76.62
Great Smoky Mountains National Park,2014-06-22,2014,6,76.24
Great Smoky Mountains National Park,2014-06-25,2014,6,69.31
Great Smoky Mountains National Park,2014-06-28,2014,6,68.52
Great Smoky Mountains National Park,2014-07-01,2014,7,78.66
Great Smoky Mountains National Park,2014-07-04,2014,7,70.08
Great Smoky Mountains National Park,2014-07-07,2014,7,75.22
Great Smoky Mountains National Park,2014-07-10,2014,7,72.45
Great Smoky Mountains National Park,2014-07-13,2014,7,76.47
Great Smoky Mountains National Park,2014-07-16,2014,7,68.52
Great Smoky Mountains National Park,2014-07-19,2014,7,59.71
Great Smoky Mountains National Park,2014-07-22,2014,7,73.47
Great Smoky Mountains National Park,2014-07-25,2014,7,73.36
Great Smoky Mountains National Park,2014-07-28,2014,7,68.17
Great Smoky Mountains National Park,2014-07-31,2014,7,63.35
Great Smoky Mountains National Park,2014-08-03,2014,8,71.41
Great Smoky Mountains National Park,2014-08-06,2014,8,73.2
Great Smoky Mountains National Park,2014-08-09,2014,8,72.2
Great Smoky Mountains National Park,2014-08-12,2014,8,71.8
Great Smoky Mountains National Park,2014-08-15,2014,8,71.42
Great Smoky Mountains National Park,2014-08-18,2014,8,70.59
Great Smoky Mountains National Park,2014-08-21,2014,8,75.76
Great Smoky Mountains National Park,2014-08-24,2014,8,74.91
Great Smoky Mountains National Park,2014-08-27,2014,8,74.27
Great Smoky Mountains National Park,2014-08-30,2014,8,74.61
Great Smoky Mountains National Park,2014-09-02,2014,9,76.43
Great Smoky Mountains National Park,2014-09-05,2014,9,72.84
Great Smoky Mountains National Park,2014-09-08,2014,9,69.44
Great Smoky Mountains National Park,2014-09-11,2014,9,70.51
Great Smoky Mountains National Park,2014-09-14,2014,9,63.48
Great Smoky Mountains National Park,2014-09-17,2014,9,66.73
Great Smoky Mountains National Park,2014-09-20,2014,9,69.33
Great Smoky Mountains National Park,2014-09-23,2014,9,63.38
Great Smoky Mountains National Park,2014-09-26,2014,9,68.09
Great Smoky Mountains National Park,2014-09-29,2014,9,61.52
Great Smoky Mountains National Park,2014-10-02,2014,10,71.11
Great Smoky Mountains National Park,2014-10-05,2014,10,54.44
Great Smoky Mountains National Park,2014-10-08,2014,10,66.95
Great Smoky Mountains National Park,2014-10-11,2014,10,63.93
Great Smoky Mountains National Park,2014-10-14,2014,10,58.84
Great Smoky Mountains National Park,2014-10-17,2014,10,63.46
Great Smoky Mountains National Park,2014-10-20,2014,10,57.4
Great Smoky Mountains National Park,2014-10-23,2014,10,55.7
Great Smoky Mountains National Park,2014-10-26,2014,10,66.86
Great Smoky Mountains National Park,2014-10-29,2014,10,50.52
Great Smoky Mountains National Park,2014-11-01,2014,11,27.84
Great Smoky Mountains National Park,2014-11-04,2014,11,61.8
Great Smoky Mountains National Park,2014-11-07,2014,11,45.7
Great Smoky Mountains National Park,2014-11-10,2014,11,58.97
Great Smoky Mountains National Park,2014-11-13,2014,11,33.02
Great Smoky Mountains National Park,2014-11-16,2014,11,39.01
Great Smoky Mountains National Park,2014-11-19,2014,11,34.06
Great Smoky Mountains National Park,2014-11-22,2014,11,48.83
Great Smoky Mountains National Park,2014-11-25,2014,11,48.18
Great Smoky Mountains National Park,2014-11-28,2014,11,34.87
Great Smoky Mountains National Park,2014-12-01,2014,12,54.88
Great Smoky Mountains National Park,2014-12-04,2014,12,52.06
Great Smoky Mountains National Park,2014-12-07,2014,12,45.51
Great Smoky Mountains National Park,2014-12-10,2014,12,30.85
Great Smoky Mountains National Park,2014-12-13,2014,12,45.39
Great Smoky Mountains National Park,2014-12-16,2014,12,46.57
Great Smoky Mountains National Park,2014-12-19,2014,12,40.07
Great Smoky Mountains National Park,2014-12-22,2014,12,46.94
Great Smoky Mountains National Park,2014-12-25,2014,12,40.39
Great Smoky Mountains National Park,2014-12-28,2014,12,45.83
Great Smoky Mountains National Park,2014-12-31,2014,12,33.34
Great Smoky Mountains National Park,2015-01-03,2015,1,48.34
Great Smoky Mountains National Park,2015-01-06,2015,1,36.02
Great Smoky Mountains National Park,2015-01-09,2015,1,26.68
Great Smoky Mountains National Park,2015-01-12,2015,1,40.94
Great Smoky Mountains National Park,2015-01-15,2015,1,28.72
Great Smoky Mountains National Park,2015-01-18,2015,1,40.38
Great Smoky Mountains National Park,2015-01-21,2015,1,45.1
Great Smoky Mountains National Park,2015-01-24,2015,1,32.24
Great Smoky Mountains National Park,2015-01-27,2015,1,26.0
Great Smoky Mountains National Park,2015-01-30,2015,1,29.92
Great Smoky Mountains National Park,2015-02-02,2015,2,34.68
Great Smoky Mountains National Park,2015-02-05,2015,2,30.66
Great Smoky Mountains National Park,2015-02-08,2015,2,52.09
Great Smoky Mountains National Park,2015-02-11,2015,2,50.65
Great Smoky Mountains National Park,2015-02-14,2015,2,35.5
Great Smoky Mountains National Park,2015-02-17,2015,2,26.04
Great Smoky Mountains National Park,2015-02-20,2015,2,24.78
